Timestamp,Market,Side,Action,Price,Size,Total_Value,PnL,Start_Balance,Current_Balance,UP_Bid,UP_Ask,DOWN_Bid,DOWN_Ask,BTC_Price,Strike_Price,RSI,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_PctB,ATR,Stoch_K,VWAP,MACD,CCI,MFI,ROC,Pivot
2026-01-22 14:48:31,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.44,0.45,0.55,0.56,89264.0,89290.3,23.7014,89705.099,89282.956,89494.0275,0.0047,-0.0449,32.6986,0.0,89373.9759,-64.8635,-148.0109,3.2879,-0.3139,89137.2333
2026-01-22 14:48:41,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.44,0.45,0.55,0.56,89264.55,89290.3,23.73,89705.0004,89283.1096,89494.055,0.0047,-0.044,32.6593,0.0,89374.007,-64.8197,-147.8418,3.2879,-0.3133,89137.2333
2026-01-22 14:48:52,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.4,0.41,0.59,0.6,89246.59,89290.3,22.8309,89708.3267,89277.9873,89493.157,0.0048,-0.073,37.395,0.0,89374.8418,-66.2524,-141.4271,3.2718,-0.3334,89137.2333
2026-01-22 14:49:03,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.5,0.51,0.49,0.5,89285.16,89290.3,29.06,89690.947,89276.396,89483.6715,0.0046,0.0211,37.6889,6.6403,89378.962,-64.1702,-116.4097,15.1671,-0.2903,89137.2333
2026-01-22 14:49:13,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.48,0.49,0.51,0.52,89276.31,89290.3,28.5548,89692.3187,89274.1393,89483.229,0.0047,0.0052,38.321,3.462,89378.962,-64.8761,-119.5474,15.1671,-0.3002,89137.2333
2026-01-22 14:49:24,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.41,0.42,0.58,0.59,89257.18,89290.3,27.5207,89695.4822,89269.0628,89482.2725,0.0048,-0.0279,39.6874,0.0,89378.962,-66.4022,-126.1497,15.1671,-0.3216,89137.2333
2026-01-22 14:49:35,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.4,0.41,0.59,0.6,89252.29,89290.3,27.2683,89696.3329,89267.7231,89482.028,0.0048,-0.036,40.0367,0.0,89378.962,-66.7923,-127.7978,15.1671,-0.327,89137.2333
2026-01-22 14:49:45,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.37,0.38,0.62,0.63,89244.01,89290.3,26.8513,89697.8113,89265.4167,89481.614,0.0048,-0.0495,40.6282,0.0,89378.962,-67.4528,-130.5516,15.1671,-0.3363,89137.2333
2026-01-22 14:49:56,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.37,0.38,0.62,0.63,89241.11,89290.3,26.7082,89698.3401,89264.5979,89481.469,0.0048,-0.0542,40.8353,0.0,89378.962,-67.6841,-131.5052,15.1671,-0.3395,89137.2333
2026-01-22 14:50:07,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.4,0.41,0.59,0.6,89257.2,89290.3,27.0717,89690.26,89257.011,89473.6355,0.0048,0.0004,37.4338,0.0,89370.464,-66.5269,-118.0106,15.1671,-0.3215,89137.2333
2026-01-22 14:50:18,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.45,0.46,0.54,0.55,89260.15,89290.3,27.2328,89689.7901,89257.7759,89473.783,0.0048,0.0055,37.2231,0.0,89370.464,-66.2916,-116.9981,15.1671,-0.3182,89137.2333
2026-01-22 14:50:29,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.48,0.49,0.51,0.52,89274.51,89290.3,28.0452,89687.594,89261.408,89474.501,0.0048,0.0307,36.1974,2.8156,89370.464,-65.1461,-111.9923,15.1671,-0.3022,89137.2333
2026-01-22 14:50:39,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.5,0.51,0.49,0.5,89278.0,89290.3,28.25,89687.0836,89262.2674,89474.6755,0.0047,0.037,35.9481,4.069,89370.464,-64.8677,-110.7564,15.1671,-0.2983,89137.2333
2026-01-22 14:50:50,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,105.49,105.49,0.44,0.45,0.55,0.56,89265.1,89290.3,27.5074,89689.0159,89259.0451,89474.0305,0.0048,0.0141,36.8695,0.0,89370.464,-65.8967,-115.2871,15.1671,-0.3127,89137.2333
2026-01-22 14:51:01,btc-updown-15m-1769118300,UP,BUY,0.3500,5.00,1.75,0.00,100.00,103.74,,,,,89239.77,,25.6513,89686.2821,89241.9699,89464.126,0.005,-0.005,36.5861,0.0,89370.464,-67.3743,-116.9919,15.1671,-0.341,89137.2333
2026-01-22 14:51:01,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,103.74,103.74,0.34,0.35,0.65,0.66,89239.77,89290.3,25.6513,89686.2821,89241.9699,89464.126,0.005,-0.005,36.5861,0.0,89370.464,-67.3743,-116.9919,15.1671,-0.341,89137.2333
2026-01-22 14:51:01,btc-updown-15m-1769118300,UP,BUY,0.3100,7.50,2.33,0.00,100.00,101.42,0.34,0.35,0.65,0.66,89239.77,89290.3,25.6513,89686.2821,89241.9699,89464.126,0.005,-0.005,36.5861,0.0,89370.464,-67.3743,-116.9919,15.1671,-0.341,89137.2333
2026-01-22 14:51:03,btc-updown-15m-1769118300,UP,BUY,0.2900,11.25,3.26,0.00,100.00,98.16,0.34,0.35,0.65,0.66,89239.77,89290.3,25.6513,89686.2821,89241.9699,89464.126,0.005,-0.005,36.5861,0.0,89370.464,-67.3743,-116.9919,15.1671,-0.341,89137.2333
2026-01-22 14:51:11,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,98.16,98.16,0.28,0.29,0.71,0.72,89218.08,89290.3,24.561,89689.9696,89236.1134,89463.0415,0.0051,-0.0397,38.1354,0.0,89370.464,-69.1045,-124.1408,15.1671,-0.3652,89137.2333
2026-01-22 14:51:22,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,98.16,98.16,0.28,0.29,0.71,0.72,89218.01,89290.3,24.5576,89689.982,89236.094,89463.038,0.0051,-0.0398,38.1404,0.0,89370.464,-69.1101,-124.1635,15.1671,-0.3653,89137.2333
2026-01-22 14:51:33,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,98.16,98.16,0.29,0.3,0.7,0.71,89225.57,89290.3,24.9268,89688.6604,89238.1716,89463.416,0.005,-0.028,37.6004,0.0,89370.464,-68.507,-121.704,15.1671,-0.3569,89137.2333
2026-01-22 14:51:44,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,98.16,98.16,0.3,0.31,0.69,0.7,89230.02,89290.3,25.1494,89687.9003,89239.3767,89463.6385,0.005,-0.0209,37.2826,0.0,89370.464,-68.152,-120.2403,15.1671,-0.3519,89137.2333
2026-01-22 14:51:55,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,98.16,98.16,0.34,0.35,0.65,0.66,89242.49,89290.3,25.7949,89685.8423,89242.6817,89464.262,0.005,-0.0004,36.3918,0.0,89370.464,-67.1573,-116.0756,15.1671,-0.338,89137.2333
2026-01-22 14:51:57,btc-updown-15m-1769118300,UP,SELL,0.3600,23.75,8.55,1.21,100.00,106.71,0.34,0.35,0.65,0.66,89242.49,89290.3,25.7949,89685.8423,89242.6817,89464.262,0.005,-0.0004,36.3918,0.0,89370.464,-67.1573,-116.0756,15.1671,-0.338,89137.2333
2026-01-22 14:52:04,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.36,0.37,0.63,0.64,89252.07,89290.3,25.8483,89676.4175,89234.9845,89455.701,0.0049,0.0387,33.7242,0.0,89370.4056,-65.8081,-107.569,15.0084,-0.2868,89137.2333
2026-01-22 14:52:15,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.37,0.38,0.62,0.63,89252.14,89290.3,25.8523,89676.4074,89235.0016,89455.7045,0.0049,0.0388,33.7192,0.0,89370.4056,-65.8025,-107.5448,15.0084,-0.2867,89137.2333
2026-01-22 14:52:25,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.39,0.4,0.6,0.61,89262.74,89290.3,26.4757,89674.9208,89237.5482,89456.2345,0.0049,0.0576,32.9621,0.0,89370.4056,-64.9569,-103.8469,15.0084,-0.2749,89137.2333
2026-01-22 14:52:36,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.39,0.4,0.6,0.61,89262.03,89290.3,26.433,89675.0178,89237.3802,89456.199,0.0049,0.0563,33.0128,0.0,89370.4056,-65.0135,-104.0966,15.0084,-0.2756,89137.2333
2026-01-22 14:52:47,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.41,0.42,0.58,0.59,89268.7,89290.3,26.8397,89674.1221,89238.9429,89456.5325,0.0049,0.0684,32.5364,0.729,89370.4056,-64.4815,-101.7403,15.0084,-0.2682,89137.2333
2026-01-22 14:52:58,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.45,0.46,0.54,0.55,89280.61,89290.3,27.5977,89672.6081,89241.6479,89457.128,0.0048,0.0904,31.6857,5.0063,89370.4056,-63.5314,-97.4721,15.0084,-0.2549,89137.2333
2026-01-22 14:53:08,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.38,0.39,0.61,0.62,89261.48,89290.3,25.9391,89656.8842,89232.2338,89444.559,0.0047,0.0689,31.2108,0.0,89346.5855,-63.9466,-99.3938,12.191,-0.2763,89137.2333
2026-01-22 14:53:19,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.37,0.38,0.62,0.63,89261.48,89290.3,25.9391,89656.8842,89232.2338,89444.559,0.0047,0.0689,31.2108,0.0,89346.5855,-63.9466,-99.3938,12.191,-0.2763,89137.2333
2026-01-22 14:53:29,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.38,0.39,0.61,0.62,89260.17,89290.3,25.8578,89657.0572,89231.9298,89444.4935,0.0048,0.0664,31.3044,0.0,89346.5855,-64.0511,-99.8699,12.191,-0.2777,89137.2333
2026-01-22 14:53:40,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.41,0.42,0.58,0.59,89271.83,89290.3,26.5999,89655.5654,89234.5876,89445.0765,0.0047,0.0885,30.4715,1.8531,89346.5855,-63.1209,-95.5987,12.191,-0.2647,89137.2333
2026-01-22 14:53:51,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.44,0.45,0.55,0.56,89275.89,89290.3,26.8684,89655.0716,89235.4874,89445.2795,0.0047,0.0963,30.1815,3.3112,89346.5855,-62.797,-94.0938,12.191,-0.2602,89137.2333
2026-01-22 14:54:02,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.39,0.4,0.6,0.61,89270.29,89290.3,26.0422,89645.6218,89227.1462,89436.384,0.0047,0.1031,28.8718,1.3001,89317.5396,-61.7384,-91.1112,12.191,0.0041,89137.2333
2026-01-22 14:54:12,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.41,0.42,0.58,0.59,89270.29,89290.3,26.0422,89645.6218,89227.1462,89436.384,0.0047,0.1031,30.1153,1.3001,89317.5061,-61.7384,-87.8081,12.1506,0.0041,89137.2333
2026-01-22 14:54:23,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.41,0.42,0.58,0.59,89269.18,89290.3,25.9674,89645.7523,89226.9047,89436.3285,0.0047,0.1009,30.1946,0.9014,89317.5038,-61.827,-88.2315,12.1506,0.0028,89137.2333
2026-01-22 14:54:33,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,106.71,106.71,0.38,0.41,0.59,0.62,89267.04,89290.3,25.8244,89646.0067,89226.4363,89436.2215,0.0047,0.0968,30.3475,0.1329,89317.4992,-61.9977,-89.046,12.1506,0.0004,89137.2333
2026-01-22 14:54:34,btc-updown-15m-1769118300,UP,BUY,0.3500,5.00,1.75,0.00,100.00,104.96,0.38,0.41,0.59,0.62,89267.04,89290.3,25.8244,89646.0067,89226.4363,89436.2215,0.0047,0.0968,30.3475,0.1329,89317.4992,-61.9977,-89.046,12.1506,0.0004,89137.2333
2026-01-22 14:54:34,btc-updown-15m-1769118300,UP,BUY,0.3200,7.50,2.40,0.00,100.00,102.56,0.38,0.41,0.59,0.62,89267.04,89290.3,25.8244,89646.0067,89226.4363,89436.2215,0.0047,0.0968,30.3475,0.1329,89317.4992,-61.9977,-89.046,12.1506,0.0004,89137.2333
2026-01-22 14:54:35,btc-updown-15m-1769118300,UP,BUY,0.3000,11.25,3.38,0.00,100.00,99.18,0.38,0.41,0.59,0.62,89267.04,89290.3,25.8244,89646.0067,89226.4363,89436.2215,0.0047,0.0968,30.3475,0.1329,89317.4992,-61.9977,-89.046,12.1506,0.0004,89137.2333
2026-01-22 14:54:44,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,99.18,99.18,0.3,0.32,0.68,0.7,89249.18,89290.3,24.6895,89648.2742,89222.3828,89435.3285,0.0048,0.0629,31.6232,0.0,89317.461,-63.4224,-95.7473,12.1506,-0.0196,89137.2333
2026-01-22 14:54:54,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,99.18,99.18,0.34,0.35,0.65,0.66,89257.45,89290.3,25.2023,89647.1926,89224.2914,89435.742,0.0047,0.0784,31.0325,0.0,89317.4787,-62.7627,-92.6659,12.1506,-0.0103,89137.2333
2026-01-22 14:54:57,btc-updown-15m-1769118300,UP,SELL,0.3900,23.75,9.26,1.74,100.00,108.44,0.34,0.35,0.65,0.66,89257.45,89290.3,25.2023,89647.1926,89224.2914,89435.742,0.0047,0.0784,31.0325,0.0,89317.4787,-62.7627,-92.6659,12.1506,-0.0103,89137.2333
2026-01-22 14:55:05,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.44,0.45,0.55,0.56,89281.44,89290.3,28.2641,89632.6347,89225.7583,89429.1965,0.0045,0.1369,28.8861,5.3044,89317.7423,-57.9777,-79.85,12.4822,-0.0466,89137.2333
2026-01-22 14:55:16,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.43,0.44,0.56,0.57,89277.92,89290.3,28.0092,89633.0023,89225.0387,89429.0205,0.0046,0.1296,29.1375,4.0402,89317.7423,-58.2585,-81.249,12.4822,-0.0505,89137.2333
2026-01-22 14:55:26,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.39,0.4,0.6,0.61,89270.12,89290.3,27.4605,89633.8548,89223.4062,89428.6305,0.0046,0.1138,29.6946,1.239,89317.7423,-58.8807,-84.326,12.4822,-0.0592,89137.2333
2026-01-22 14:55:37,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.47,0.48,0.52,0.53,89281.26,89290.3,28.2509,89632.6533,89225.7217,89429.1875,0.0046,0.1365,28.8989,5.2397,89317.7423,-57.992,-79.9217,12.4822,-0.0468,89137.2333
2026-01-22 14:55:47,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.36,0.37,0.63,0.64,89270.04,89290.3,27.455,89633.8638,89223.3892,89428.6265,0.0046,0.1137,29.7004,1.2103,89317.7423,-58.8871,-84.3574,12.4822,-0.0593,89137.2333
2026-01-22 14:55:58,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.38,0.39,0.61,0.62,89268.74,89290.3,27.3657,89634.011,89223.112,89428.5615,0.0046,0.111,29.7932,0.7434,89317.7423,-58.9908,-84.867,12.4822,-0.0608,89137.2333
2026-01-22 14:56:08,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.4,0.41,0.59,0.6,89270.0,89290.3,26.8771,89620.7398,89221.0192,89420.8795,0.0045,0.1225,28.1464,1.3755,89317.7423,-56.0713,-81.2756,12.4822,-0.0594,89137.2333
2026-01-22 14:56:19,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.43,0.44,0.56,0.57,89277.7,89290.3,27.4363,89619.9271,89222.6019,89421.2645,0.0044,0.1387,27.5964,4.5562,89317.7423,-55.4571,-78.1338,12.4822,-0.0507,89137.2333
2026-01-22 14:56:30,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.43,0.44,0.56,0.57,89275.14,89290.3,27.2478,89620.1915,89222.0815,89421.1365,0.0045,0.1333,28.3072,3.4987,89317.7234,-55.6613,-77.668,12.4329,-0.0536,89137.2333
2026-01-22 14:56:40,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.42,0.43,0.57,0.58,89275.12,89290.3,27.2464,89620.1936,89222.0774,89421.1355,0.0045,0.1332,28.3086,3.4904,89317.7234,-55.6629,-77.6763,12.4329,-0.0536,89137.2333
2026-01-22 14:56:51,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.4,0.41,0.59,0.6,89275.13,89290.3,27.2471,89620.1926,89222.0794,89421.136,0.0045,0.1333,28.3079,3.4946,89317.7234,-55.6621,-77.6722,12.4329,-0.0536,89137.2333
2026-01-22 14:57:01,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.4,0.43,0.57,0.6,89275.72,89290.3,27.5424,89605.6994,89221.8806,89413.79,0.0043,0.1403,27.3104,3.7383,89318.0114,-52.4121,-75.0137,12.8881,-0.107,89137.2333
2026-01-22 14:57:12,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.25,0.26,0.74,0.75,89262.07,89290.3,26.5552,89607.1694,89219.0456,89413.1075,0.0043,0.1109,28.2854,0.0,89318.0114,-53.5009,-80.8142,12.8881,-0.1223,89137.2333
2026-01-22 14:57:23,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.18,0.19,0.81,0.82,89238.1,89290.3,24.9829,89610.1495,89213.6685,89411.909,0.0044,0.0616,29.9976,0.0,89318.0114,-55.4131,-90.7345,12.8881,-0.1491,89137.2333
2026-01-22 14:57:33,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.12,0.13,0.87,0.88,89235.35,89290.3,24.8143,89610.5227,89213.0203,89411.7715,0.0044,0.0562,30.194,0.0,89318.0114,-55.6325,-91.85,12.8881,-0.1522,89137.2333
2026-01-22 14:57:44,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.1,0.11,0.89,0.9,89215.29,89290.3,23.6503,89613.4324,89208.1046,89410.7685,0.0045,0.0177,31.6268,0.0,89318.0114,-57.2327,-99.842,12.8881,-0.1746,89137.2333
2026-01-22 14:57:54,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.05,0.06,0.94,0.95,89210.68,89290.3,23.3981,89614.1463,89206.9297,89410.538,0.0046,0.0092,31.9561,0.0,89318.0114,-57.6004,-101.6417,12.8881,-0.1798,89137.2333
2026-01-22 14:58:05,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.04,0.05,0.95,0.96,89214.02,89290.3,22.8663,89597.6738,89208.9852,89403.3295,0.0043,0.013,30.3403,0.0,89318.0114,-54.3294,-99.7007,12.8881,-0.1761,89137.2333
2026-01-22 14:58:16,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.02,0.03,0.97,0.98,89213.93,89290.3,22.8613,89597.6877,89208.9623,89403.325,0.0043,0.0128,30.3468,0.0,89318.0114,-54.3366,-99.7377,12.8881,-0.1762,89137.2333
2026-01-22 14:58:26,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.02,0.03,0.97,0.98,89188.72,89290.3,21.5395,89601.8503,89202.2787,89402.0645,0.0045,-0.0339,32.1475,0.0,89318.0114,-56.3477,-109.8565,12.8881,-0.2044,89137.2333
2026-01-22 14:58:37,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.01,0.02,0.98,0.99,89152.11,89290.3,19.871,89608.7311,89191.7369,89400.234,0.0047,-0.095,34.7625,0.0,89318.0114,-59.2681,-123.7082,12.8881,-0.2453,89137.2333
2026-01-22 14:58:48,btc-updown-15m-1769118300,N/A,STATUS,0.0000,0.00,0.00,0.00,108.44,108.44,0.01,0.02,0.98,0.99,89155.53,89290.3,20.0158,89608.0492,89192.7608,89400.405,0.0046,-0.0897,34.5182,0.0,89318.0114,-58.9953,-122.4571,12.8881,-0.2415,89137.2333
